0.47892,0.12134,-0.53731
-0.23531,0.17411,0.29924
-0.35653,-0.48999,-0.12176
-0.24816,-0.48757,-0.31784
-0.0051895,-0.29025,-0.47733
-0.015941,0.080773,-0.00091996
-0.30909,-0.55577,0.17524
-0.1471,-0.47236,-0.44869
-0.048221,-0.055375,0.032265
-0.2272,0.30543,-0.21961
0.66275,-0.11835,-0.017606
-0.28347,0.42196,0.17184
0.011536,-0.32139,-0.13083
-0.18035,-0.91675,-1.2577
-0.17034,-0.10635,-0.51436
-0.17879,-0.43114,-0.26155
-0.033821,-0.04062,-0.14394
-0.11797,-0.13474,-0.035146
-0.20061,-0.056416,-0.49675
-0.13642,-0.41003,-0.31182
